flow_key_channel	flow_key_idx	flow_id	src	dst	flow_size	channel_id	chunk_id	chunk_count	conn_type	prev	parent	child
0	0	1872	96	97	262144	0	0	1	x		-1	
0	0	1873	45	46	262144	0	0	1	x		-1	
0	0	1874	103	96	262144	0	0	1	x		-1	
0	0	1875	52	53	262144	0	0	1	x		-1	
0	0	1876	122	123	262144	0	0	1	x		-1	
0	0	1877	117	118	262144	0	0	1	x		-1	
0	0	1878	75	76	262144	0	0	1	x		-1	
0	0	1879	60	61	262144	0	0	1	x		-1	
0	0	1880	4	5	262144	0	0	1	x		-1	
0	0	1881	11	12	262144	0	0	1	x		-1	
0	0	1882	101	102	262144	0	0	1	x		-1	
0	0	1883	27	28	262144	0	0	1	x		-1	
0	0	1884	108	109	262144	0	0	1	x		-1	
0	0	1885	46	47	262144	0	0	1	x		-1	
0	0	1886	71	64	262144	0	0	1	x		-1	
0	0	1887	92	93	262144	0	0	1	x		-1	
0	0	1888	3	4	262144	0	0	1	x		-1	
0	0	1889	87	80	262144	0	0	1	x		-1	
0	0	1890	120	121	262144	0	0	1	x		-1	
0	0	1891	25	26	262144	0	0	1	x		-1	
0	0	1892	107	108	262144	0	0	1	x		-1	
0	0	1893	51	52	262144	0	0	1	x		-1	
0	0	1894	9	10	262144	0	0	1	x		-1	
0	0	1895	102	103	262144	0	0	1	x		-1	
0	0	1896	118	119	262144	0	0	1	x		-1	
0	0	1897	73	74	262144	0	0	1	x		-1	
0	0	1898	59	60	262144	0	0	1	x		-1	
0	0	1899	74	75	262144	0	0	1	x		-1	
0	0	1900	105	106	262144	0	0	1	x		-1	
0	0	1901	91	92	262144	0	0	1	x		-1	
0	0	1902	1	2	262144	0	0	1	x		-1	
0	0	1903	85	86	262144	0	0	1	x		-1	
0	0	1904	2	3	262144	0	0	1	x		-1	
0	0	1905	69	70	262144	0	0	1	x		-1	
0	0	1906	0	1	262144	0	0	1	x		-1	
0	0	1907	72	73	262144	0	0	1	x		-1	
0	0	1908	10	11	262144	0	0	1	x		-1	
0	0	1909	89	90	262144	0	0	1	x		-1	
0	0	1910	26	27	262144	0	0	1	x		-1	
0	0	1911	44	45	262144	0	0	1	x		-1	
0	0	1912	100	101	262144	0	0	1	x		-1	
0	0	1913	7	0	262144	0	0	1	x		-1	
0	0	1914	116	117	262144	0	0	1	x		-1	
0	0	1915	106	107	262144	0	0	1	x		-1	
0	0	1916	127	120	262144	0	0	1	x		-1	
0	0	1917	86	87	262144	0	0	1	x		-1	
0	0	1918	57	58	262144	0	0	1	x		-1	
0	0	1919	58	59	262144	0	0	1	x		-1	
0	0	1920	99	100	262144	0	0	1	x		-1	
0	0	1921	79	72	262144	0	0	1	x		-1	
0	0	1922	115	116	262144	0	0	1	x		-1	
0	0	1923	104	105	262144	0	0	1	x		-1	
0	0	1924	24	25	262144	0	0	1	x		-1	
0	0	1925	43	44	262144	0	0	1	x		-1	
0	0	1926	56	57	262144	0	0	1	x		-1	
0	0	1927	97	98	262144	0	0	1	x		-1	
0	0	1928	77	78	262144	0	0	1	x		-1	
0	0	1929	113	114	262144	0	0	1	x		-1	
0	0	1930	111	104	262144	0	0	1	x		-1	
0	0	1931	109	110	262144	0	0	1	x		-1	
0	0	1932	31	24	262144	0	0	1	x		-1	
0	0	1933	49	50	262144	0	0	1	x		-1	
0	0	1934	63	56	262144	0	0	1	x		-1	
0	0	1935	8	9	262144	0	0	1	x		-1	
0	0	1936	90	91	262144	0	0	1	x		-1	
0	0	1937	125	126	262144	0	0	1	x		-1	
0	0	1938	110	111	262144	0	0	1	x		-1	
0	0	1939	5	6	262144	0	0	1	x		-1	
0	0	1940	50	51	262144	0	0	1	x		-1	
0	0	1941	61	62	262144	0	0	1	x		-1	
0	0	1942	15	8	262144	0	0	1	x		-1	
0	0	1943	88	89	262144	0	0	1	x		-1	
0	0	1944	126	127	262144	0	0	1	x		-1	
0	0	1945	41	42	262144	0	0	1	x		-1	
0	0	1946	95	88	262144	0	0	1	x		-1	
0	0	1947	6	7	262144	0	0	1	x		-1	
0	0	1948	108	109	262144	0	0	1	x		-1	
0	0	1949	48	49	262144	0	0	1	x		-1	
0	0	1950	107	108	262144	0	0	1	x		-1	
0	0	1951	13	14	262144	0	0	1	x		-1	
0	0	1952	29	30	262144	0	0	1	x		-1	
0	0	1953	98	99	262144	0	0	1	x		-1	
0	0	1954	78	79	262144	0	0	1	x		-1	
0	0	1955	62	63	262144	0	0	1	x		-1	
0	0	1956	76	77	262144	0	0	1	x		-1	
0	0	1957	105	106	262144	0	0	1	x		-1	
0	0	1958	42	43	262144	0	0	1	x		-1	
0	0	1959	93	94	262144	0	0	1	x		-1	
0	0	1960	114	115	262144	0	0	1	x		-1	
0	0	1961	94	95	262144	0	0	1	x		-1	
0	0	1962	112	113	262144	0	0	1	x		-1	
0	0	1963	14	15	262144	0	0	1	x		-1	
0	0	1964	119	112	262144	0	0	1	x		-1	
0	0	1965	106	107	262144	0	0	1	x		-1	
0	0	1966	40	41	262144	0	0	1	x		-1	
0	0	1967	55	48	262144	0	0	1	x		-1	
0	0	1968	75	76	262144	0	0	1	x		-1	
0	0	1969	53	54	262144	0	0	1	x		-1	
0	0	1970	54	55	262144	0	0	1	x		-1	
0	0	1971	30	31	262144	0	0	1	x		-1	
0	0	1972	47	40	262144	0	0	1	x		-1	
0	0	1973	73	74	262144	0	0	1	x		-1	
0	0	1974	104	105	262144	0	0	1	x		-1	
0	0	1975	92	93	262144	0	0	1	x		-1	
0	0	1976	91	92	262144	0	0	1	x		-1	
0	0	1977	45	46	262144	0	0	1	x		-1	
0	0	1978	89	90	262144	0	0	1	x		-1	
0	0	1979	90	91	262144	0	0	1	x		-1	
0	0	1980	111	104	262144	0	0	1	x		-1	
0	0	1981	96	97	262144	0	0	1	x		-1	
0	0	1982	46	47	262144	0	0	1	x		-1	
0	0	1983	124	125	262144	0	0	1	x		-1	
0	0	1984	28	29	262144	0	0	1	x		-1	
0	0	1985	88	89	262144	0	0	1	x		-1	
0	0	1986	109	110	262144	0	0	1	x		-1	
0	0	1987	103	96	262144	0	0	1	x		-1	
0	0	1988	117	118	262144	0	0	1	x		-1	
0	0	1989	74	75	262144	0	0	1	x		-1	
0	0	1990	95	88	262144	0	0	1	x		-1	
0	0	1991	93	94	262144	0	0	1	x		-1	
0	0	1992	110	111	262144	0	0	1	x		-1	
0	0	1993	123	124	262144	0	0	1	x		-1	
0	0	1994	27	28	262144	0	0	1	x		-1	
0	0	1995	72	73	262144	0	0	1	x		-1	
0	0	1996	94	95	262144	0	0	1	x		-1	
0	0	1997	118	119	262144	0	0	1	x		-1	
0	0	1998	70	71	262144	0	0	1	x		-1	
0	0	1999	25	26	262144	0	0	1	x		-1	
0	0	2000	101	102	262144	0	0	1	x		-1	
0	0	2001	121	122	262144	0	0	1	x		-1	
0	0	2002	52	53	262144	0	0	1	x		-1	
0	0	2003	26	27	262144	0	0	1	x		-1	
0	0	2004	122	123	262144	0	0	1	x		-1	
0	0	2005	102	103	262144	0	0	1	x		-1	
0	0	2006	24	25	262144	0	0	1	x		-1	
0	0	2007	51	52	262144	0	0	1	x		-1	
0	0	2008	79	72	262144	0	0	1	x		-1	
0	0	2009	120	121	262144	0	0	1	x		-1	
0	0	2010	31	24	262144	0	0	1	x		-1	
0	0	2011	49	50	262144	0	0	1	x		-1	
0	0	2012	29	30	262144	0	0	1	x		-1	
0	0	2013	77	78	262144	0	0	1	x		-1	
